id,item,gold,groups12,groups21,corrected
PPS-DEV-185,v11,0,0,1,False
PPS-DEV-185,v16,0,0,1,False
PPS-DEV-186,v6,0,0,1,False
PPS-DEV-186,v11,0,0,1,False
PPS-DEV-187,v11,0,0,1,False
PPS-DEV-188,v4,0,0,1,False
PPS-DEV-188,v11,0,0,1,False
PPS-DEV-189,v1,0,0,1,False
PPS-DEV-189,v11,0,0,1,False
PPS-DEV-189,v14,0,0,1,False
PPS-DEV-189,v16,0,0,1,False
PPS-DEV-190,v11,0,0,1,False
PPS-DEV-190,v16,0,0,1,False
PPS-DEV-190,v23,0,0,1,False
PPS-DEV-191,v12,0,0,1,False
PPS-DEV-191,v16,0,0,1,False
PPS-DEV-191,v17,0,1,0,True
PPS-DEV-191,v18,0,1,0,True
PPS-DEV-192,v6,0,0,1,False
PPS-DEV-192,v7,0,0,1,False
PPS-DEV-192,v11,0,0,1,False
PPS-DEV-192,v14,0,0,1,False
PPS-DEV-192,v16,0,0,1,False
PPS-DEV-193,v11,0,0,1,False
PPS-DEV-193,v12,0,0,1,False
PPS-DEV-193,v23,0,1,0,True
PPS-DEV-194,v6,0,0,1,False
PPS-DEV-194,v14,0,1,0,True
PPS-DEV-194,v16,0,0,1,False
PPS-DEV-195,v11,0,0,1,False
PPS-DEV-196,v4,0,0,1,False
PPS-DEV-196,v11,0,0,1,False
PPS-DEV-196,v16,0,0,1,False
PPS-DEV-196,v18,0,1,0,True
PPS-DEV-196,v19,0,1,0,True
PPS-DEV-197,v11,0,0,1,False
PPS-DEV-197,v17,0,1,0,True
PPS-DEV-197,v18,0,1,0,True
PPS-DEV-197,v23,0,1,0,True
PPS-DEV-198,v11,0,0,1,False
PPS-DEV-198,v16,0,0,1,False
PPS-DEV-199,v12,0,0,1,False
PPS-DEV-199,v16,0,0,1,False
PPS-DEV-199,v17,0,1,0,True
PPS-DEV-199,v18,0,1,0,True
PPS-DEV-199,v23,0,1,0,True
PPS-DEV-200,v10,0,0,1,False
PPS-DEV-200,v11,0,0,1,False
PPS-DEV-200,v18,0,0,1,False
