id,feature,truth,prediction,outcome,gold_evidence,scanner_evidence
PPS-DEV-27,v3,0,0,TN,,
PPS-DEV-27,v4,0,0,TN,,
PPS-DEV-27,v5,0,0,TN,,
PPS-DEV-27,v6,0,1,FP,,
PPS-DEV-27,v7,0,0,TN,,
PPS-DEV-27,v8,0,0,TN,,
PPS-DEV-28,v2,0,0,TN,,
PPS-DEV-28,v3,0,0,TN,,
PPS-DEV-28,v4,0,0,TN,,
PPS-DEV-28,v5,0,0,TN,,
PPS-DEV-28,v6,0,0,TN,,
PPS-DEV-28,v7,0,0,TN,,
PPS-DEV-28,v8,0,0,TN,,
PPS-DEV-29,v2,0,0,TN,,
PPS-DEV-29,v3,0,0,TN,,
PPS-DEV-29,v4,0,0,TN,,
PPS-DEV-29,v5,0,0,TN,,
PPS-DEV-29,v6,0,0,TN,,
PPS-DEV-29,v7,0,0,TN,,
PPS-DEV-29,v8,0,0,TN,,
PPS-DEV-30,v2,0,0,TN,,
PPS-DEV-30,v3,0,0,TN,,
PPS-DEV-30,v4,0,0,TN,,
PPS-DEV-30,v5,0,0,TN,,
PPS-DEV-30,v6,0,0,TN,,
PPS-DEV-30,v7,0,0,TN,,
PPS-DEV-30,v8,0,0,TN,,
PPS-DEV-31,v2,0,0,TN,,
PPS-DEV-31,v3,0,0,TN,,
PPS-DEV-31,v4,0,0,TN,,
PPS-DEV-31,v5,0,0,TN,,
PPS-DEV-31,v6,0,0,TN,,
PPS-DEV-31,v7,0,0,TN,,
PPS-DEV-31,v8,0,0,TN,,
PPS-DEV-32,v2,0,0,TN,,
PPS-DEV-32,v3,0,0,TN,,
PPS-DEV-32,v4,0,0,TN,,
PPS-DEV-32,v5,0,0,TN,,
PPS-DEV-32,v6,0,0,TN,,
PPS-DEV-32,v7,0,0,TN,,
PPS-DEV-32,v8,0,0,TN,,
PPS-DEV-033,v2,0,0,TN,,
PPS-DEV-033,v3,0,0,TN,,
PPS-DEV-033,v4,0,0,TN,,
PPS-DEV-033,v5,0,0,TN,,
PPS-DEV-033,v6,0,0,TN,,
PPS-DEV-033,v7,0,0,TN,,
PPS-DEV-033,v8,0,0,TN,,
PPS-DEV-034,v2,0,0,TN,,
PPS-DEV-034,v3,0,0,TN,,
PPS-DEV-034,v4,0,0,TN,,
PPS-DEV-034,v5,0,0,TN,,
PPS-DEV-034,v6,0,0,TN,,
PPS-DEV-034,v7,0,0,TN,,
PPS-DEV-034,v8,0,0,TN,,
PPS-DEV-035,v2,0,0,TN,,
PPS-DEV-035,v3,0,0,TN,,
PPS-DEV-035,v4,0,0,TN,,
PPS-DEV-035,v5,0,0,TN,,
PPS-DEV-035,v6,0,0,TN,,
PPS-DEV-035,v7,0,0,TN,,
PPS-DEV-035,v8,0,0,TN,,
PPS-DEV-036,v2,0,0,TN,,
PPS-DEV-036,v3,0,0,TN,,
PPS-DEV-036,v4,0,0,TN,,
PPS-DEV-036,v5,0,0,TN,,
PPS-DEV-036,v6,0,0,TN,,
PPS-DEV-036,v7,0,0,TN,,
PPS-DEV-036,v8,0,0,TN,,
PPS-DEV-037,v2,0,0,TN,,
PPS-DEV-037,v3,0,0,TN,,
PPS-DEV-037,v4,0,0,TN,,
PPS-DEV-037,v5,0,0,TN,,
PPS-DEV-037,v6,0,0,TN,,
PPS-DEV-037,v7,0,0,TN,,
PPS-DEV-037,v8,0,0,TN,,
PPS-DEV-038,v2,0,0,TN,,
PPS-DEV-038,v3,0,0,TN,,
PPS-DEV-038,v4,0,0,TN,,
PPS-DEV-038,v5,0,0,TN,,
PPS-DEV-038,v6,0,0,TN,,
PPS-DEV-038,v7,0,0,TN,,
PPS-DEV-038,v8,0,0,TN,,
PPS-DEV-039,v2,0,0,TN,,
PPS-DEV-039,v3,0,0,TN,,
PPS-DEV-039,v4,0,0,TN,,
PPS-DEV-039,v5,0,0,TN,,
PPS-DEV-039,v6,0,0,TN,,
PPS-DEV-039,v7,1,0,FN,⑤ 입찰공고일 전날부터 입찰일까지(낙찰자는 계약체결일까지) 주된 영업소의 소재지[법원등기부 상 본점소재지(개인사업자인 경우 사업자등록증 또는 관련 법령에 따른 허가·인가·면허·등록·신고 등에 관련서류에 기재된 사업장의 소재지)]가 경기도 또는 서울특별시인 업체,
PPS-DEV-039,v8,0,0,TN,,
PPS-DEV-040,v2,0,0,TN,,
PPS-DEV-040,v3,0,0,TN,,
PPS-DEV-040,v4,0,0,TN,,
PPS-DEV-040,v5,0,0,TN,,
PPS-DEV-040,v6,0,0,TN,,
PPS-DEV-040,v7,0,0,TN,,
PPS-DEV-040,v8,0,0,TN,,
PPS-DEV-041,v2,0,0,TN,,
PPS-DEV-041,v3,0,0,TN,,
PPS-DEV-041,v4,0,0,TN,,
PPS-DEV-041,v5,0,0,TN,,
PPS-DEV-041,v6,0,0,TN,,
PPS-DEV-041,v7,0,0,TN,,
PPS-DEV-041,v8,0,0,TN,,
PPS-DEV-042,v2,1,1,TP,나. 최근 3년 이내 중고등학교 학생 대상 숙박이 들어간 국내 여행 1억원 이상의 실적이 있는 업체이어야 합니다.,나. 최근 3년 이내 중고등학교 학생 대상 숙박이 들어간 국내 여행 1억원 이상의 실적이 있는 업체이어야 합니다.
PPS-DEV-042,v3,1,1,TP,나. 최근 3년 이내 중고등학교 학생 대상 숙박이 들어간 국내 여행 1억원 이상의 실적이 있는 업체이어야 합니다.,나. 최근 3년 이내 중고등학교 학생 대상 숙박이 들어간 국내 여행 1억원 이상의 실적이 있는 업체이어야 합니다.
PPS-DEV-042,v4,1,0,FN,,나. 최근 3년 이내 중고등학교 학생 대상 숙박이 들어간 국내 여행 1억원 이상의 실적이 있는 업체이어야 합니다.
PPS-DEV-042,v5,0,0,TN,,나. 최근 3년 이내 중고등학교 학생 대상 숙박이 들어간 국내 여행 1억원 이상의 실적이 있는 업체이어야 합니다.
PPS-DEV-042,v6,0,0,TN,,나. 최근 3년 이내 중고등학교 학생 대상 숙박이 들어간 국내 여행 1억원 이상의 실적이 있는 업체이어야 합니다.
PPS-DEV-042,v7,0,0,TN,,나. 최근 3년 이내 중고등학교 학생 대상 숙박이 들어간 국내 여행 1억원 이상의 실적이 있는 업체이어야 합니다.
PPS-DEV-042,v8,1,0,FN,,나. 최근 3년 이내 중고등학교 학생 대상 숙박이 들어간 국내 여행 1억원 이상의 실적이 있는 업체이어야 합니다.
PPS-DEV-043,v2,0,0,TN,,
PPS-DEV-043,v3,0,0,TN,,
PPS-DEV-043,v4,0,0,TN,,
PPS-DEV-043,v5,0,0,TN,,
PPS-DEV-043,v6,0,0,TN,,
PPS-DEV-043,v7,0,0,TN,,
PPS-DEV-043,v8,0,0,TN,,
PPS-DEV-044,v2,0,0,TN,,
PPS-DEV-044,v3,0,0,TN,,
PPS-DEV-044,v4,0,0,TN,,
PPS-DEV-044,v5,0,0,TN,,
PPS-DEV-044,v6,0,0,TN,,
PPS-DEV-044,v7,0,0,TN,,
PPS-DEV-044,v8,0,0,TN,,
PPS-DEV-045,v2,0,0,TN,,
PPS-DEV-045,v3,0,0,TN,,
PPS-DEV-045,v4,0,0,TN,,
PPS-DEV-045,v5,1,1,TP,,
PPS-DEV-045,v6,0,0,TN,,
PPS-DEV-045,v7,0,0,TN,,
PPS-DEV-045,v8,0,0,TN,,
PPS-DEV-046,v2,0,0,TN,,
PPS-DEV-046,v3,0,0,TN,,
PPS-DEV-046,v4,0,0,TN,,
PPS-DEV-046,v5,1,1,TP,,
PPS-DEV-046,v6,0,0,TN,,
PPS-DEV-046,v7,0,0,TN,,
PPS-DEV-046,v8,0,0,TN,,
PPS-DEV-047,v2,0,0,TN,,
PPS-DEV-047,v3,0,0,TN,,
PPS-DEV-047,v4,0,0,TN,,
PPS-DEV-047,v5,1,0,FN,,
PPS-DEV-047,v6,0,0,TN,,
PPS-DEV-047,v7,0,0,TN,,
PPS-DEV-047,v8,0,0,TN,,
PPS-DEV-048,v2,0,0,TN,,
PPS-DEV-048,v3,0,0,TN,,
PPS-DEV-048,v4,0,0,TN,,
PPS-DEV-048,v5,1,0,FN,,
PPS-DEV-048,v6,0,0,TN,,
PPS-DEV-048,v7,0,0,TN,,
PPS-DEV-048,v8,1,0,FN,,
PPS-DEV-049,v2,0,0,TN,,
PPS-DEV-049,v3,0,0,TN,,
PPS-DEV-049,v4,0,0,TN,,
PPS-DEV-049,v5,1,1,TP,,
PPS-DEV-049,v6,0,0,TN,,
PPS-DEV-049,v7,0,0,TN,,
PPS-DEV-049,v8,0,0,TN,,
PPS-DEV-050,v2,0,0,TN,,
PPS-DEV-050,v3,0,0,TN,,
PPS-DEV-050,v4,0,0,TN,,
PPS-DEV-050,v5,0,0,TN,,
PPS-DEV-050,v6,0,0,TN,,
PPS-DEV-050,v7,1,0,FN,❍ 공고일 전 일부터 입찰일까지(낙찰자는 계약체결일까지) 전라남도 또는 경상남도에 주된 영업소를 둔 업체,
PPS-DEV-050,v8,0,0,TN,,
PPS-DEV-051,v2,0,0,TN,,③ 최근 5년 이내 이동형X선 투시장치 (C-ARM) 장비 3억원 이상 대학병원에 납품한 실적이 있는 업체
PPS-DEV-051,v3,1,1,TP,③ 최근 5년 이내 이동형X선 투시장치(C-ARM) 장비 3억원 이상 대학병원에 납품한 실적이 있는 업체,③ 최근 5년 이내 이동형X선 투시장치 (C-ARM) 장비 3억원 이상 대학병원에 납품한 실적이 있는 업체
PPS-DEV-051,v4,1,0,FN,③ 최근 5년 이내 이동형X선 투시장치(C-ARM) 장비 3억원 이상 대학병원에 납품한 실적이 있는 업체,③ 최근 5년 이내 이동형X선 투시장치 (C-ARM) 장비 3억원 이상 대학병원에 납품한 실적이 있는 업체
PPS-DEV-051,v5,0,0,TN,,③ 최근 5년 이내 이동형X선 투시장치 (C-ARM) 장비 3억원 이상 대학병원에 납품한 실적이 있는 업체
PPS-DEV-051,v6,0,0,TN,,③ 최근 5년 이내 이동형X선 투시장치 (C-ARM) 장비 3억원 이상 대학병원에 납품한 실적이 있는 업체
PPS-DEV-051,v7,0,0,TN,,③ 최근 5년 이내 이동형X선 투시장치 (C-ARM) 장비 3억원 이상 대학병원에 납품한 실적이 있는 업체
PPS-DEV-051,v8,0,0,TN,,③ 최근 5년 이내 이동형X선 투시장치 (C-ARM) 장비 3억원 이상 대학병원에 납품한 실적이 있는 업체
PPS-DEV-052,v2,0,0,TN,,
PPS-DEV-052,v3,0,0,TN,,
PPS-DEV-052,v4,0,0,TN,,
PPS-DEV-052,v5,0,0,TN,,
PPS-DEV-052,v6,0,0,TN,,
PPS-DEV-052,v7,0,0,TN,,
PPS-DEV-052,v8,0,0,TN,,
PPS-DEV-053,v2,1,1,TP,④ 입찰공고일 기준 최근 3년 이내에 단일건으로 1억 원 이상 [수요기관(공공기관)]에서 발주한 유사사업 및 동등이상 관련 사업 등을 실적이 있는 업체(하도급 제외) ※ 실적증명이 가능하고 공고일 현재 용역이 완료된 것,"④ 입찰공고일 기준 최근 3년 이내에 단일건으로 1억 원 이상 [수요기관 (공공기관) ]에서 발주한 유사사업 및 동등이상 관련 사업 등을 실적이 있는 업체 (하도급 제외) ※ 실적증명이 가능하고 공고일 현재 용역이 완료된 것 ※ 입찰참가자격 관련사항이 ‘국가종합전자조달시스템’ 및 ‘중소기업제품공공구매 종합정보망’에서 확인되지 않을 경우 입찰참가자격이 없습니다. ※ 중소기업·소상공인확인서는 ‘중소기업제품 공공구매 종합정보망 (http://www.smpp.go.kr) ’에서 확인이 안 될 경우 입찰 참가자격이 없습니다. - 단, 전자입찰서 제출 마감일 전일까지 신청한 것으로 유효기간 내에 있어야 합니다. - 다만 ‘중소기업·소상공인확인서’를 전자입찰서 제출 마감일 전일까지 신청한 업체는 입찰참가가 가능하나 다음의 어느 하나에 해당하는 경우에는 참가자격이 없습니다. ㆍ 제안서 제출일 다음날부터 5일까지 확인이 되지 않는 경우 ㆍ 발급된 ‘중소기업·소상공인확인서’가 입찰참가자격의 기업구분과 다른 경우 ㆍ 발급된 ‘중소기업·소상공인확인서’의 유효기간 시작일이 전자입찰서 제출 마감일 이후인 경우 ㆍ 전자입찰서 제출 마감일 이후 ‘중·소기업·소상공인확인서’를 신청한 경우 ※ 「중소기업제품 구매촉진 및 판로지원에 관한 법률」제33조 제1항에 의거 중소기업자로 간주되는 특별법인은 입찰참가 가능합니다. - 단, 특별법인은 특별법인임을 확인할 수 있는 "
PPS-DEV-053,v3,1,1,TP,④ 입찰공고일 기준 최근 3년 이내에 단일건으로 1억 원 이상 [수요기관(공공기관)]에서 발주한 유사사업 및 동등이상 관련 사업 등을 실적이 있는 업체(하도급 제외) ※ 실적증명이 가능하고 공고일 현재 용역이 완료된 것,"④ 입찰공고일 기준 최근 3년 이내에 단일건으로 1억 원 이상 [수요기관 (공공기관) ]에서 발주한 유사사업 및 동등이상 관련 사업 등을 실적이 있는 업체 (하도급 제외) ※ 실적증명이 가능하고 공고일 현재 용역이 완료된 것 ※ 입찰참가자격 관련사항이 ‘국가종합전자조달시스템’ 및 ‘중소기업제품공공구매 종합정보망’에서 확인되지 않을 경우 입찰참가자격이 없습니다. ※ 중소기업·소상공인확인서는 ‘중소기업제품 공공구매 종합정보망 (http://www.smpp.go.kr) ’에서 확인이 안 될 경우 입찰 참가자격이 없습니다. - 단, 전자입찰서 제출 마감일 전일까지 신청한 것으로 유효기간 내에 있어야 합니다. - 다만 ‘중소기업·소상공인확인서’를 전자입찰서 제출 마감일 전일까지 신청한 업체는 입찰참가가 가능하나 다음의 어느 하나에 해당하는 경우에는 참가자격이 없습니다. ㆍ 제안서 제출일 다음날부터 5일까지 확인이 되지 않는 경우 ㆍ 발급된 ‘중소기업·소상공인확인서’가 입찰참가자격의 기업구분과 다른 경우 ㆍ 발급된 ‘중소기업·소상공인확인서’의 유효기간 시작일이 전자입찰서 제출 마감일 이후인 경우 ㆍ 전자입찰서 제출 마감일 이후 ‘중·소기업·소상공인확인서’를 신청한 경우 ※ 「중소기업제품 구매촉진 및 판로지원에 관한 법률」제33조 제1항에 의거 중소기업자로 간주되는 특별법인은 입찰참가 가능합니다. - 단, 특별법인은 특별법인임을 확인할 수 있는 "
PPS-DEV-053,v4,1,0,FN,④ 입찰공고일 기준 최근 3년 이내에 단일건으로 1억 원 이상 [수요기관(공공기관)]에서 발주한 유사사업 및 동등이상 관련 사업 등을 실적이 있는 업체(하도급 제외) ※ 실적증명이 가능하고 공고일 현재 용역이 완료된 것,"④ 입찰공고일 기준 최근 3년 이내에 단일건으로 1억 원 이상 [수요기관 (공공기관) ]에서 발주한 유사사업 및 동등이상 관련 사업 등을 실적이 있는 업체 (하도급 제외) ※ 실적증명이 가능하고 공고일 현재 용역이 완료된 것 ※ 입찰참가자격 관련사항이 ‘국가종합전자조달시스템’ 및 ‘중소기업제품공공구매 종합정보망’에서 확인되지 않을 경우 입찰참가자격이 없습니다. ※ 중소기업·소상공인확인서는 ‘중소기업제품 공공구매 종합정보망 (http://www.smpp.go.kr) ’에서 확인이 안 될 경우 입찰 참가자격이 없습니다. - 단, 전자입찰서 제출 마감일 전일까지 신청한 것으로 유효기간 내에 있어야 합니다. - 다만 ‘중소기업·소상공인확인서’를 전자입찰서 제출 마감일 전일까지 신청한 업체는 입찰참가가 가능하나 다음의 어느 하나에 해당하는 경우에는 참가자격이 없습니다. ㆍ 제안서 제출일 다음날부터 5일까지 확인이 되지 않는 경우 ㆍ 발급된 ‘중소기업·소상공인확인서’가 입찰참가자격의 기업구분과 다른 경우 ㆍ 발급된 ‘중소기업·소상공인확인서’의 유효기간 시작일이 전자입찰서 제출 마감일 이후인 경우 ㆍ 전자입찰서 제출 마감일 이후 ‘중·소기업·소상공인확인서’를 신청한 경우 ※ 「중소기업제품 구매촉진 및 판로지원에 관한 법률」제33조 제1항에 의거 중소기업자로 간주되는 특별법인은 입찰참가 가능합니다. - 단, 특별법인은 특별법인임을 확인할 수 있는 "
PPS-DEV-053,v5,0,0,TN,,"④ 입찰공고일 기준 최근 3년 이내에 단일건으로 1억 원 이상 [수요기관 (공공기관) ]에서 발주한 유사사업 및 동등이상 관련 사업 등을 실적이 있는 업체 (하도급 제외) ※ 실적증명이 가능하고 공고일 현재 용역이 완료된 것 ※ 입찰참가자격 관련사항이 ‘국가종합전자조달시스템’ 및 ‘중소기업제품공공구매 종합정보망’에서 확인되지 않을 경우 입찰참가자격이 없습니다. ※ 중소기업·소상공인확인서는 ‘중소기업제품 공공구매 종합정보망 (http://www.smpp.go.kr) ’에서 확인이 안 될 경우 입찰 참가자격이 없습니다. - 단, 전자입찰서 제출 마감일 전일까지 신청한 것으로 유효기간 내에 있어야 합니다. - 다만 ‘중소기업·소상공인확인서’를 전자입찰서 제출 마감일 전일까지 신청한 업체는 입찰참가가 가능하나 다음의 어느 하나에 해당하는 경우에는 참가자격이 없습니다. ㆍ 제안서 제출일 다음날부터 5일까지 확인이 되지 않는 경우 ㆍ 발급된 ‘중소기업·소상공인확인서’가 입찰참가자격의 기업구분과 다른 경우 ㆍ 발급된 ‘중소기업·소상공인확인서’의 유효기간 시작일이 전자입찰서 제출 마감일 이후인 경우 ㆍ 전자입찰서 제출 마감일 이후 ‘중·소기업·소상공인확인서’를 신청한 경우 ※ 「중소기업제품 구매촉진 및 판로지원에 관한 법률」제33조 제1항에 의거 중소기업자로 간주되는 특별법인은 입찰참가 가능합니다. - 단, 특별법인은 특별법인임을 확인할 수 있는 "
PPS-DEV-053,v6,0,0,TN,,"④ 입찰공고일 기준 최근 3년 이내에 단일건으로 1억 원 이상 [수요기관 (공공기관) ]에서 발주한 유사사업 및 동등이상 관련 사업 등을 실적이 있는 업체 (하도급 제외) ※ 실적증명이 가능하고 공고일 현재 용역이 완료된 것 ※ 입찰참가자격 관련사항이 ‘국가종합전자조달시스템’ 및 ‘중소기업제품공공구매 종합정보망’에서 확인되지 않을 경우 입찰참가자격이 없습니다. ※ 중소기업·소상공인확인서는 ‘중소기업제품 공공구매 종합정보망 (http://www.smpp.go.kr) ’에서 확인이 안 될 경우 입찰 참가자격이 없습니다. - 단, 전자입찰서 제출 마감일 전일까지 신청한 것으로 유효기간 내에 있어야 합니다. - 다만 ‘중소기업·소상공인확인서’를 전자입찰서 제출 마감일 전일까지 신청한 업체는 입찰참가가 가능하나 다음의 어느 하나에 해당하는 경우에는 참가자격이 없습니다. ㆍ 제안서 제출일 다음날부터 5일까지 확인이 되지 않는 경우 ㆍ 발급된 ‘중소기업·소상공인확인서’가 입찰참가자격의 기업구분과 다른 경우 ㆍ 발급된 ‘중소기업·소상공인확인서’의 유효기간 시작일이 전자입찰서 제출 마감일 이후인 경우 ㆍ 전자입찰서 제출 마감일 이후 ‘중·소기업·소상공인확인서’를 신청한 경우 ※ 「중소기업제품 구매촉진 및 판로지원에 관한 법률」제33조 제1항에 의거 중소기업자로 간주되는 특별법인은 입찰참가 가능합니다. - 단, 특별법인은 특별법인임을 확인할 수 있는 "
PPS-DEV-053,v7,0,0,TN,,"④ 입찰공고일 기준 최근 3년 이내에 단일건으로 1억 원 이상 [수요기관 (공공기관) ]에서 발주한 유사사업 및 동등이상 관련 사업 등을 실적이 있는 업체 (하도급 제외) ※ 실적증명이 가능하고 공고일 현재 용역이 완료된 것 ※ 입찰참가자격 관련사항이 ‘국가종합전자조달시스템’ 및 ‘중소기업제품공공구매 종합정보망’에서 확인되지 않을 경우 입찰참가자격이 없습니다. ※ 중소기업·소상공인확인서는 ‘중소기업제품 공공구매 종합정보망 (http://www.smpp.go.kr) ’에서 확인이 안 될 경우 입찰 참가자격이 없습니다. - 단, 전자입찰서 제출 마감일 전일까지 신청한 것으로 유효기간 내에 있어야 합니다. - 다만 ‘중소기업·소상공인확인서’를 전자입찰서 제출 마감일 전일까지 신청한 업체는 입찰참가가 가능하나 다음의 어느 하나에 해당하는 경우에는 참가자격이 없습니다. ㆍ 제안서 제출일 다음날부터 5일까지 확인이 되지 않는 경우 ㆍ 발급된 ‘중소기업·소상공인확인서’가 입찰참가자격의 기업구분과 다른 경우 ㆍ 발급된 ‘중소기업·소상공인확인서’의 유효기간 시작일이 전자입찰서 제출 마감일 이후인 경우 ㆍ 전자입찰서 제출 마감일 이후 ‘중·소기업·소상공인확인서’를 신청한 경우 ※ 「중소기업제품 구매촉진 및 판로지원에 관한 법률」제33조 제1항에 의거 중소기업자로 간주되는 특별법인은 입찰참가 가능합니다. - 단, 특별법인은 특별법인임을 확인할 수 있는 "
PPS-DEV-053,v8,0,0,TN,,"④ 입찰공고일 기준 최근 3년 이내에 단일건으로 1억 원 이상 [수요기관 (공공기관) ]에서 발주한 유사사업 및 동등이상 관련 사업 등을 실적이 있는 업체 (하도급 제외) ※ 실적증명이 가능하고 공고일 현재 용역이 완료된 것 ※ 입찰참가자격 관련사항이 ‘국가종합전자조달시스템’ 및 ‘중소기업제품공공구매 종합정보망’에서 확인되지 않을 경우 입찰참가자격이 없습니다. ※ 중소기업·소상공인확인서는 ‘중소기업제품 공공구매 종합정보망 (http://www.smpp.go.kr) ’에서 확인이 안 될 경우 입찰 참가자격이 없습니다. - 단, 전자입찰서 제출 마감일 전일까지 신청한 것으로 유효기간 내에 있어야 합니다. - 다만 ‘중소기업·소상공인확인서’를 전자입찰서 제출 마감일 전일까지 신청한 업체는 입찰참가가 가능하나 다음의 어느 하나에 해당하는 경우에는 참가자격이 없습니다. ㆍ 제안서 제출일 다음날부터 5일까지 확인이 되지 않는 경우 ㆍ 발급된 ‘중소기업·소상공인확인서’가 입찰참가자격의 기업구분과 다른 경우 ㆍ 발급된 ‘중소기업·소상공인확인서’의 유효기간 시작일이 전자입찰서 제출 마감일 이후인 경우 ㆍ 전자입찰서 제출 마감일 이후 ‘중·소기업·소상공인확인서’를 신청한 경우 ※ 「중소기업제품 구매촉진 및 판로지원에 관한 법률」제33조 제1항에 의거 중소기업자로 간주되는 특별법인은 입찰참가 가능합니다. - 단, 특별법인은 특별법인임을 확인할 수 있는 "
PPS-DEV-054,v2,0,0,TN,,"바. 공고일 기준 최근 5년간 국가, 지방자치단체, 공공기관, 민간에서 시행한 축제, 기념행사, 문화예술행사 등 단일용역 건으로 1억원 이상(부가세 포함)의 실적이 있는 업체 ※ 발주기관의 확인을 거친 실적증명서를 반드시 첨부하여야 하며, 민간분야 실적은 세금계산서 및 계약서 사본을 추가로 제출한 실적만 인정"
PPS-DEV-054,v3,0,0,TN,,"바. 공고일 기준 최근 5년간 국가, 지방자치단체, 공공기관, 민간에서 시행한 축제, 기념행사, 문화예술행사 등 단일용역 건으로 1억원 이상(부가세 포함)의 실적이 있는 업체 ※ 발주기관의 확인을 거친 실적증명서를 반드시 첨부하여야 하며, 민간분야 실적은 세금계산서 및 계약서 사본을 추가로 제출한 실적만 인정"
PPS-DEV-054,v4,0,0,TN,,"바. 공고일 기준 최근 5년간 국가, 지방자치단체, 공공기관, 민간에서 시행한 축제, 기념행사, 문화예술행사 등 단일용역 건으로 1억원 이상(부가세 포함)의 실적이 있는 업체 ※ 발주기관의 확인을 거친 실적증명서를 반드시 첨부하여야 하며, 민간분야 실적은 세금계산서 및 계약서 사본을 추가로 제출한 실적만 인정"
PPS-DEV-054,v5,0,0,TN,,"바. 공고일 기준 최근 5년간 국가, 지방자치단체, 공공기관, 민간에서 시행한 축제, 기념행사, 문화예술행사 등 단일용역 건으로 1억원 이상(부가세 포함)의 실적이 있는 업체 ※ 발주기관의 확인을 거친 실적증명서를 반드시 첨부하여야 하며, 민간분야 실적은 세금계산서 및 계약서 사본을 추가로 제출한 실적만 인정"
PPS-DEV-054,v6,0,0,TN,,"바. 공고일 기준 최근 5년간 국가, 지방자치단체, 공공기관, 민간에서 시행한 축제, 기념행사, 문화예술행사 등 단일용역 건으로 1억원 이상(부가세 포함)의 실적이 있는 업체 ※ 발주기관의 확인을 거친 실적증명서를 반드시 첨부하여야 하며, 민간분야 실적은 세금계산서 및 계약서 사본을 추가로 제출한 실적만 인정"
PPS-DEV-054,v7,1,0,FN,"가. 입찰공고일 현재「지방자치단체를 당사자로 하는 계약에 관한 법률 시행령」제13조 및 같은 법 시행규칙 제14조에 따라 입찰의 참가자격을 갖춘 자로, 입찰공고일 전일부터 계약체결일까지 주된 영업소의 소재지를 경상남도, 부산광역시 내에 둔 사업자로 제한하며, 동법 시행령 제92조(부정당업자의 입찰참가자격 제한) 및 동법 시행규칙 제76조에 해당되지 않은 업체","바. 공고일 기준 최근 5년간 국가, 지방자치단체, 공공기관, 민간에서 시행한 축제, 기념행사, 문화예술행사 등 단일용역 건으로 1억원 이상(부가세 포함)의 실적이 있는 업체 ※ 발주기관의 확인을 거친 실적증명서를 반드시 첨부하여야 하며, 민간분야 실적은 세금계산서 및 계약서 사본을 추가로 제출한 실적만 인정"
PPS-DEV-054,v8,1,1,TP,,"바. 공고일 기준 최근 5년간 국가, 지방자치단체, 공공기관, 민간에서 시행한 축제, 기념행사, 문화예술행사 등 단일용역 건으로 1억원 이상(부가세 포함)의 실적이 있는 업체 ※ 발주기관의 확인을 거친 실적증명서를 반드시 첨부하여야 하며, 민간분야 실적은 세금계산서 및 계약서 사본을 추가로 제출한 실적만 인정"
PPS-DEV-055,v2,0,0,TN,,
PPS-DEV-055,v3,0,0,TN,,
PPS-DEV-055,v4,0,0,TN,,
PPS-DEV-055,v5,0,0,TN,,
PPS-DEV-055,v6,0,0,TN,,
PPS-DEV-055,v7,0,0,TN,,
PPS-DEV-055,v8,0,0,TN,,
PPS-DEV-056,v2,0,0,TN,,
PPS-DEV-056,v3,0,0,TN,,
PPS-DEV-056,v4,0,0,TN,,
PPS-DEV-056,v5,0,0,TN,,
PPS-DEV-056,v6,0,0,TN,,
PPS-DEV-056,v7,0,0,TN,,
PPS-DEV-056,v8,0,0,TN,,
PPS-DEV-057,v2,0,0,TN,,
PPS-DEV-057,v3,0,0,TN,,
PPS-DEV-057,v4,0,0,TN,,
PPS-DEV-057,v5,1,0,FN,,
PPS-DEV-057,v6,0,0,TN,,
PPS-DEV-057,v7,0,0,TN,,
PPS-DEV-057,v8,0,0,TN,,
PPS-DEV-058,v2,0,0,TN,,
PPS-DEV-058,v3,0,0,TN,,
PPS-DEV-058,v4,0,0,TN,,
PPS-DEV-058,v5,0,0,TN,,
PPS-DEV-058,v6,0,0,TN,,
PPS-DEV-058,v7,0,0,TN,,
PPS-DEV-058,v8,0,0,TN,,
PPS-DEV-059,v2,0,0,TN,,"3. 견적 제출 참가자격 ◦ 「지방자치단체를 당사자로 하는 계약에 관한 법률 시행령」제13조 (입찰의 참가자격) 및 같은 법 시행규칙 제14조 (입찰 참가자격 요건의 증명) 에 의한 자격요건을 갖추고, 같은 법 시행령 제92조 (부정당업자의 입찰 참가자격 제한) 에 해당하지 않아야 합니다. ◦ 「여객자동차운수사업법」제4조에 의하여 견적제출 마감일 전일까지 나라장터에「여객자동차운송사업 (구여객자동차운송사업-전세버스, 업종코드: 5805) 」등록하고 자동차손해배상보장법 제5조에 의한 자동차종합보험을 가입한 업체이어야 합니다. ※ 본 용역의 임차차량은 여객자동차운수사업법 및 관련 법규에서 정한 기준에 결격이 없어야 하며, 낙찰자는 계약 시 차량등록원부, 종합보험가입증명서를 제출하여야 합니다. ◦ 「중소기업기본법」 제2조제2항에 따른 소기업 및「소상공인 보호 및 지원에 관한 법률」제2조에 따른 소상공인으로서「중소기업 범위 및 확인에 관한 규정」에 따라 발급된 [소기업·소상공인 확인서]를 소지한 자이어야 합니다. ※ [소기업·소상공인 확인서]가 중소기업제품 공공구매 종합정보망 (www.smpp.go.kr) 에서 확인되지 않을 경우 입찰 참가자격이 없으며, 반드시 유효기간 내에 있어야 합니다. ◦ 견적제출 안내공고일 전일[신규사업자 (법인인 경우 법인 등기일, 개인사업자인 경우 사업자등록일을 기준으로 한다) 인 경우 견적제출 안내공고일 이후를 "
